Date,Time,Temp Humidity Index   ,Outside Temperature,WindChill,Hi Temperature,Low Temperature,Outside Humidity,DewPoint,WindSpeed,Hi,Wind Direction,Rain,Barometer,Inside  Temperature,Inside  Humidity,ArchivePeriod
31/05/2006,09:00,9.3,9.3,9.3,9.7,9.1,55,0.8,1,7,NNW,0,1015.4,21.7,38,10
31/05/2006,09:10,10.1,10.1,10.1,10.4,9.7,53,0.9,2,5,NE,0,1015.3,21.9,38,10
31/05/2006,09:20,10.7,10.7,10.7,11,10.4,52,1.3,2,5,NE,0,1015.3,22.1,39,10
31/05/2006,09:30,11.2,11.2,11.2,11.3,10.9,52,1.7,1,3,NNW,0,1015.2,22.2,38,10
31/05/2006,09:40,11.4,11.4,11.4,11.6,11.3,51,1.7,2,6,E,0,1015.2,22.3,38,10
31/05/2006,09:50,11.8,11.8,11.8,11.9,11.6,50,1.7,1,4,E,0,1015.3,22.4,37,10
31/05/2006,10:00,12.2,12.2,12.2,12.4,12,50,2.1,1,4,E,0,1015.3,22.5,37,10
31/05/2006,10:10,12.8,12.8,12.8,13.1,12.4,49,2.4,1,3,NE,0,1015.2,22.6,37,10
31/05/2006,10:20,13.3,13.3,13.3,13.5,13.1,48,2.6,2,5,E,0,1015.1,22.6,36,10
31/05/2006,10:30,13.7,13.7,13.7,13.7,13.5,47,2.6,2,5,S,0,1015.1,22.6,36,10
31/05/2006,10:40,13.8,13.8,13.8,13.8,13.7,48,2.9,1,3,SE,0,1015.2,22.5,36,10
31/05/2006,10:50,13.6,13.6,13.6,13.8,13.4,49,3.1,2,6,WNW,0,1015.3,22.7,37,10
31/05/2006,11:00,13.2,13.2,13.2,13.4,13.1,50,3.1,2,7,SSW,0,1015.3,23,38,10
31/05/2006,11:10,13.1,13.1,13.1,13.1,13,50,2.9,1,4,SSW,0,1015.2,23.2,38,10
31/05/2006,11:20,13.1,13.1,13.1,13.1,13,50,2.9,1,3,SSW,0,1015.2,23.4,39,10
31/05/2006,11:30,13.1,13.1,13.1,13.2,13.1,51,3.2,1,3,SW,0,1015.1,23.5,39,10
31/05/2006,11:40,13.2,13.2,13.2,13.2,13.1,51,3.3,1,4,SE,0,1015.1,23.6,39,10
31/05/2006,11:50,13.3,13.3,13.3,13.3,13.2,50,3.1,1,5,W,0,1015.1,23.7,39,10
31/05/2006,12:00,13.4,13.4,13.4,13.4,13.3,48,2.6,2,6,WNW,0,1015,23.8,39,10
31/05/2006,12:10,13.3,13.3,13.3,13.4,13.2,48,2.6,3,7,NNE,0,1014.9,23.9,39,10
31/05/2006,12:20,13.2,13.2,13.2,13.3,13.2,49,2.7,2,5,N,0,1015,23.9,38,10
31/05/2006,12:30,13.3,13.3,13.3,13.4,13.3,50,3.1,2,6,E,0,1015,24,38,10
31/05/2006,12:40,13.4,13.4,13.4,13.6,13.4,49,2.9,2,6,NE,0,1015,23.8,38,10
31/05/2006,12:50,13.6,13.6,13.6,13.6,13.5,49,3.1,1,4,WNW,0,1015.1,23.4,38,10
31/05/2006,13:00,13.6,13.6,13.6,13.7,13.5,48,2.8,1,6,W,0,1015.1,23.3,38,10
31/05/2006,13:10,13.6,13.6,13.6,13.7,13.6,50,3.4,1,4,WNW,0,1015,23.2,38,10
31/05/2006,13:20,13.7,13.7,13.7,13.8,13.6,49,3.2,1,3,WSW,0,1014.9,23,39,10
31/05/2006,13:30,13.9,13.9,13.9,14,13.8,48,3.1,1,5,ESE,0,1014.8,22.9,38,10
31/05/2006,13:40,14.1,14.1,14.1,14.2,13.9,48,3.3,1,5,NW,0,1014.8,22.8,38,10
31/05/2006,13:50,14.3,14.3,14.3,14.5,14.2,48,3.5,1,6,W,0,1014.7,22.6,38,10
31/05/2006,14:00,14.6,14.6,14.6,14.8,14.5,48,3.7,2,8,WSW,0,1014.6,22.6,38,10
31/05/2006,14:10,14.9,14.9,14.9,15,14.8,47,3.7,2,10,WNW,0,1014.4,22.5,38,10
31/05/2006,14:20,15.1,15.1,15.1,15.3,15,48,4.2,2,4,SSW,0,1014.5,22.4,38,10
31/05/2006,14:30,15.4,15.4,15.4,15.5,15.3,43,2.9,3,11,SSW,0,1014.5,22.3,38,10
31/05/2006,14:40,15.5,15.5,15.5,15.6,15.5,46,3.9,1,7,W,0,1014.5,22.3,38,10
31/05/2006,14:50,15.2,15.2,15.2,15.6,14.9,47,4,1,5,NNE,0,1014.3,22.3,38,10
31/05/2006,15:00,14.8,14.8,14.8,14.9,14.7,48,3.9,1,4,ENE,0,1014.3,22.2,38,10
31/05/2006,15:10,14.6,14.6,14.6,14.7,14.6,51,4.6,1,4,E,0,1014.2,22.3,38,10
31/05/2006,15:20,14.5,14.5,14.5,14.6,14.5,46,3,2,6,S,0,1014.1,22.7,37,10
31/05/2006,15:30,14.6,14.6,14.6,14.6,14.5,47,3.4,1,4,WSW,0,1013.9,22.9,36,10
31/05/2006,15:40,14.7,14.7,14.7,14.8,14.6,47,3.6,2,5,WNW,0,1013.9,23.1,36,10
31/05/2006,15:50,14.9,14.9,14.9,15,14.8,47,3.7,2,6,SSW,0,1013.9,23.2,35,10
31/05/2006,16:00,15.1,15.1,15.1,15.1,15,47,3.8,2,5,SSW,0,1014,23.2,36,10
31/05/2006,16:10,14.9,14.9,14.9,15.1,14.7,52,5.2,3,7,ENE,0,1014,23.3,36,10
31/05/2006,16:20,14.3,14.3,14.3,14.7,14.1,54,5.2,4,9,ENE,0,1014,23.4,35,10
31/05/2006,16:30,14,14,14,14.1,13.9,54,4.8,3,7,ENE,0,1014.1,23.5,36,10
31/05/2006,16:40,13.8,13.8,13.8,13.9,13.6,56,5.2,4,8,ENE,0,1014.2,23.6,36,10
31/05/2006,16:50,13.3,13.3,13.3,13.6,13.1,57,4.9,4,7,ENE,0,1014.2,23.6,36,10
31/05/2006,17:00,12.9,12.9,12.9,13.1,12.8,56,4.4,4,8,ENE,0,1014.2,23.4,36,10
31/05/2006,17:10,12.8,12.8,12.8,12.8,12.7,58,4.7,3,5,ENE,0,1014.2,23.4,36,10
31/05/2006,17:20,12.8,12.8,12.8,12.9,12.8,57,4.6,3,7,ENE,0,1014.3,23.4,36,10
31/05/2006,17:30,13,13,13,13.1,12.9,57,4.7,2,5,ENE,0,1014.1,23.4,37,10
31/05/2006,17:40,13.2,13.2,13.2,13.3,13.1,58,5.2,3,7,ENE,0,1014.2,23.4,37,10
31/05/2006,17:50,13.3,13.3,13.3,13.3,13.2,59,5.4,3,5,E,0,1014.4,23.6,37,10
31/05/2006,18:00,13.1,13.1,13.1,13.2,12.9,59,5.2,3,6,ENE,0,1014.3,23.7,37,10
31/05/2006,18:10,12.8,12.8,12.8,12.9,12.6,59,5,3,7,ENE,0,1014.3,23.8,37,10
31/05/2006,18:20,12.4,12.4,12.4,12.6,12.2,59,4.6,3,7,ENE,0,1014.2,23.8,37,10
31/05/2006,18:30,11.8,11.8,11.8,12.2,11.6,60,4.3,3,7,ENE,0,1014.4,23.9,37,10
31/05/2006,18:40,11.4,11.4,11.4,11.6,11.2,61,4.2,3,6,ENE,0,1014.6,23.8,37,10
31/05/2006,18:50,11.1,11.1,11.1,11.3,10.9,63,4.3,3,6,E,0,1014.6,23.5,38,10
31/05/2006,19:00,10.9,10.9,10.9,10.9,10.8,63,4.1,2,4,E,0,1014.6,23.3,38,10
31/05/2006,19:10,10.7,10.7,10.7,10.8,10.6,64,4.2,2,5,E,0,1014.8,23.2,38,10
31/05/2006,19:20,10.5,10.5,10.5,10.6,10.3,65,4.2,2,6,ENE,0,1014.7,22.9,38,10
31/05/2006,19:30,10.2,10.2,10.2,10.3,10.1,65,3.9,2,5,ENE,0,1014.8,22.8,38,10
31/05/2006,19:40,10,10,10,10.1,9.9,66,3.9,2,5,ENE,0,1014.8,22.6,38,10
31/05/2006,19:50,9.8,9.8,9.8,9.9,9.7,66,3.7,2,5,ENE,0,1015,22.5,39,10
31/05/2006,20:00,9.6,9.6,9.6,9.7,9.5,66,3.5,2,4,ENE,0,1015,22.4,39,10
31/05/2006,20:10,9.4,9.4,9.4,9.5,9.4,67,3.6,1,4,ENE,0,1015,22.3,39,10
31/05/2006,20:20,9.3,9.3,9.3,9.4,9.2,68,3.7,2,5,E,0,1014.9,22.2,39,10
31/05/2006,20:30,9.2,9.2,9.2,9.3,9.1,68,3.6,2,4,E,0,1015,22.1,39,10
31/05/2006,20:40,9,9,9,9.1,8.9,68,3.4,2,4,E,0,1014.9,22.1,39,10
31/05/2006,20:50,8.8,8.8,8.8,8.9,8.8,69,3.4,1,3,ENE,0,1015,22,39,10
31/05/2006,21:00,8.7,8.7,8.7,8.8,8.7,70,3.6,1,3,ENE,0,1015,21.9,39,10
31/05/2006,21:10,8.7,8.7,8.7,8.7,8.6,70,3.5,0,3,ENE,0,1015,21.9,39,10
31/05/2006,21:20,8.6,8.6,8.6,8.7,8.6,70,3.4,0,2,ENE,0,1015,21.8,39,10
31/05/2006,21:30,8.5,8.5,8.5,8.6,8.5,69,3.2,1,3,ENE,0,1014.9,21.8,39,10
31/05/2006,21:40,8.4,8.4,8.4,8.5,8.4,69,3.1,0,2,ENE,0,1014.9,21.7,39,10
31/05/2006,21:50,8.4,8.4,8.4,8.5,8.4,69,3.1,0,0,---,0,1014.8,21.7,39,10
31/05/2006,22:00,8.4,8.4,8.4,8.5,8.4,70,3.3,0,0,---,0,1014.9,21.6,39,10
31/05/2006,22:10,8.5,8.5,8.5,8.5,8.4,70,3.3,0,1,ENE,0,1014.9,21.6,40,10
31/05/2006,22:20,8.5,8.5,8.5,8.6,8.5,70,3.3,0,0,---,0,1014.8,21.5,40,10
31/05/2006,22:30,8.5,8.5,8.5,8.6,8.5,70,3.3,0,0,---,0,1014.8,21.4,40,10
31/05/2006,22:40,8.5,8.5,8.5,8.6,8.5,71,3.6,0,0,---,0,1014.8,21.4,40,10
31/05/2006,22:50,8.6,8.6,8.6,8.6,8.5,73,4,0,1,ENE,0,1014.6,21.3,40,10
31/05/2006,23:00,8.7,8.7,8.7,8.7,8.6,74,4.3,0,5,ENE,0,1014.6,21.3,40,10
31/05/2006,23:10,8.8,8.8,8.8,8.8,8.7,76,4.8,1,5,W,0,1014.6,21.3,40,10
31/05/2006,23:20,9,9,9,9.2,8.8,79,5.6,1,6,W,0,1014.5,21.2,40,10
31/05/2006,23:30,9.3,9.3,9.3,9.4,9.2,79,5.8,1,8,WNW,0,1014.4,21.2,40,10
31/05/2006,23:40,9.4,9.4,9.4,9.5,9.4,80,6.2,2,9,W,0,1014.4,21.2,40,10
31/05/2006,23:50,9.5,9.5,9.5,9.6,9.5,81,6.4,2,8,W,0,1014.4,21.1,40,10
01/06/2006,00:00,9.6,9.6,9.6,9.6,9.5,81,6.4,1,10,WNW,0,1014.4,21.1,40,10
01/06/2006,00:10,9.5,9.5,9.5,9.6,9.5,81,6.4,1,5,SW,0,1014.4,21.1,40,10
01/06/2006,00:20,9.5,9.5,9.5,9.6,9.5,81,6.4,1,7,WSW,0,1014.3,21.1,40,10
01/06/2006,00:30,9.5,9.5,9.5,9.6,9.5,82,6.6,1,6,W,0,1014.2,21.1,40,10
01/06/2006,00:40,9.5,9.5,9.5,9.6,9.5,83,6.8,1,6,SW,0,1014.1,21,40,10
01/06/2006,00:50,9.5,9.5,9.5,9.5,9.5,83,6.8,1,6,SW,0,1014,21,40,10
01/06/2006,01:00,9.5,9.5,9.5,9.5,9.4,83,6.8,1,4,SW,0,1014.1,21,40,10
01/06/2006,01:10,9.4,9.4,9.4,9.5,9.4,84,6.9,1,5,SW,0,1014,21,40,10
01/06/2006,01:20,9.4,9.4,9.4,9.4,9.4,84,6.9,1,4,SSW,0,1014,20.9,40,10
01/06/2006,01:30,9.4,9.4,9.4,9.4,9.4,85,7.1,1,5,SSW,0,1013.8,20.9,40,10
01/06/2006,01:40,9.4,9.4,9.4,9.5,9.4,85,7.1,1,6,SSW,0,1013.8,20.9,40,10
01/06/2006,01:50,9.5,9.5,9.5,9.6,9.5,85,7.1,1,4,SSW,0,1013.8,20.9,40,10
01/06/2006,02:00,9.6,9.6,9.6,9.6,9.5,86,7.3,1,4,SSW,0,1013.6,20.8,40,10
01/06/2006,02:10,9.6,9.6,9.6,9.6,9.6,86,7.4,1,6,SSW,0,1013.5,20.8,40,10
01/06/2006,02:20,9.6,9.6,9.6,9.7,9.6,87,7.6,2,7,S,0,1013.6,20.8,40,10
01/06/2006,02:30,9.6,9.6,9.6,9.7,9.6,87,7.6,1,4,SW,0,1013.6,20.7,40,10
01/06/2006,02:40,9.7,9.7,9.7,9.7,9.6,88,7.8,1,4,SW,0,1013.6,20.7,40,10
01/06/2006,02:50,9.7,9.7,9.7,9.7,9.6,87,7.6,2,7,SSW,0,1013.5,20.7,40,10
01/06/2006,03:00,9.7,9.7,9.7,9.7,9.7,88,7.8,2,5,SW,0,1013.6,20.7,40,10
01/06/2006,03:10,9.7,9.7,9.7,9.7,9.7,88,7.8,1,5,SW,0,1013.7,20.7,40,10
01/06/2006,03:20,9.7,9.7,9.7,9.7,9.7,88,7.8,1,4,SSW,0,1013.6,20.6,40,10
01/06/2006,03:30,9.7,9.7,9.7,9.8,9.7,88,7.8,1,6,SW,0,1013.5,20.6,41,10
01/06/2006,03:40,9.8,9.8,9.8,9.8,9.7,88,7.9,1,5,SSW,0,1013.5,20.6,41,10
01/06/2006,03:50,9.8,9.8,9.8,9.8,9.8,89,8.1,2,4,SSW,0,1013.4,20.6,41,10
01/06/2006,04:00,9.8,9.8,9.8,9.8,9.8,89,8.1,2,6,SSW,0,1013.2,20.5,41,10
01/06/2006,04:10,9.8,9.8,9.8,9.8,9.8,88,7.9,2,5,SSW,0,1013.2,20.5,41,10
01/06/2006,04:20,9.8,9.8,9.8,9.8,9.8,89,8.1,2,4,SW,0,1013.4,20.4,41,10
01/06/2006,04:30,9.8,9.8,9.8,9.8,9.8,89,8.1,2,6,SSW,0,1013.3,20.4,41,10
01/06/2006,04:40,9.8,9.8,9.8,9.8,9.8,89,8.1,2,6,SW,0,1013.4,20.4,41,10
01/06/2006,04:50,9.8,9.8,9.8,9.9,9.8,89,8.1,2,7,SW,0,1013.5,20.4,41,10
01/06/2006,05:00,9.9,9.9,9.9,9.9,9.8,89,8.2,2,5,SSW,0,1013.4,20.3,41,10
01/06/2006,05:10,9.9,9.9,9.9,9.9,9.9,89,8.2,2,4,SSW,0,1013.5,20.3,41,10
01/06/2006,05:20,9.9,9.9,9.9,10,9.9,88,8.1,2,5,SSW,0,1013.5,20.3,41,10
01/06/2006,05:30,10,10,10,10,9.9,88,8.1,2,6,SW,0,1013.3,20.3,41,10
01/06/2006,05:40,10.1,10.1,10.1,10.1,10,88,8.2,2,6,SSW,0,1013.4,20.7,42,10
01/06/2006,05:50,10.2,10.2,10.2,10.2,10.1,88,8.3,2,9,SSW,0,1013.4,21.2,42,10
01/06/2006,06:00,10.3,10.3,10.3,10.3,10.2,88,8.4,2,5,SW,0,1013.5,21.3,43,10
01/06/2006,06:10,10.4,10.4,10.4,10.4,10.3,88,8.5,2,5,SSW,0,1013.7,21.3,43,10
01/06/2006,06:20,10.4,10.4,10.4,10.4,10.4,88,8.6,2,6,SSW,0,1013.8,21.5,43,10
01/06/2006,06:30,10.5,10.5,10.5,10.5,10.4,87,8.4,2,5,SW,0,1013.7,21.7,43,10
01/06/2006,06:40,10.6,10.6,10.6,10.6,10.5,87,8.5,2,5,SSW,0,1013.7,21.9,43,10
01/06/2006,06:50,10.6,10.6,10.6,10.7,10.6,87,8.5,2,5,S,0,1013.8,22.1,42,10
01/06/2006,07:00,10.7,10.7,10.7,10.8,10.6,86,8.5,2,6,SSW,0,1013.8,21.9,42,10
01/06/2006,07:10,10.9,10.9,10.9,10.9,10.8,86,8.7,1,6,SSW,0,1013.8,21.7,42,10
01/06/2006,07:20,11.1,11.1,11.1,11.2,10.9,85,8.6,2,5,SSW,0,1013.9,21.6,42,10
01/06/2006,07:30,11.3,11.3,11.3,11.4,11.2,84,8.7,2,7,SW,0,1013.9,21.6,42,10
01/06/2006,07:40,11.5,11.5,11.5,11.6,11.4,83,8.7,2,7,SSW,0,1013.8,21.6,42,10
01/06/2006,07:50,11.6,11.6,11.6,11.7,11.6,82,8.7,2,12,SW,0,1013.8,21.6,42,10
01/06/2006,08:00,11.8,11.8,11.8,12,11.7,81,8.7,2,8,W,0,1013.9,21.6,41,10
01/06/2006,08:10,12.1,12.1,12.1,12.2,12,78,8.4,3,10,WNW,0,1013.9,21.6,41,10
01/06/2006,08:20,12.3,12.3,12.3,12.4,12.2,75,8.1,3,15,W,0,1013.8,21.6,41,10
01/06/2006,08:30,12.5,12.5,12.5,12.6,12.4,73,7.8,4,14,W,0,1014,21.7,41,10
01/06/2006,08:40,12.7,12.7,12.7,12.8,12.6,72,7.8,3,11,WNW,0,1014.2,21.7,41,10
01/06/2006,08:50,12.9,12.9,12.9,13,12.8,70,7.6,3,10,W,0,1014.2,21.7,41,10
01/06/2006,09:00,12.9,12.9,12.9,13,12.9,69,7.4,3,12,W,0,1014.2,21.8,41,10
01/06/2006,09:10,13.1,13.1,13.1,13.1,12.9,70,7.7,3,12,W,0,1014.2,22.1,40,10
01/06/2006,09:20,13.3,13.3,13.3,13.3,13.1,68,7.5,3,10,SW,0,1014.4,22.3,40,10
01/06/2006,09:30,13.4,13.4,13.4,13.5,13.3,68,7.6,4,11,W,0,1014.5,22.4,39,10
01/06/2006,09:40,13.6,13.6,13.6,13.7,13.5,67,7.6,3,10,W,0,1014.5,22.5,39,10
01/06/2006,09:50,13.8,13.8,13.8,13.9,13.7,67,7.8,2,9,W,0,1014.5,22.6,39,10
01/06/2006,10:00,13.9,13.9,13.9,14.1,13.8,66,7.7,2,9,W,0,1014.6,22.6,39,10
01/06/2006,10:10,14,14,12.9,14.1,13.9,65,7.6,5,15,WNW,0,1014.5,22.7,39,10
01/06/2006,10:20,14,14,12.9,14,13.9,64,7.3,5,17,WNW,0,1014.5,22.7,39,10
01/06/2006,10:30,13.9,13.9,13.9,13.9,13.9,65,7.4,3,11,W,0,1014.6,22.8,39,10
01/06/2006,10:40,13.9,13.9,13.9,13.9,13.9,66,7.7,3,9,SW,0,1014.8,22.9,39,10
01/06/2006,10:50,13.9,13.9,13.9,13.9,13.9,66,7.7,2,7,SSW,0,1014.9,23,39,10
01/06/2006,11:00,14,14,14,14.1,13.9,66,7.8,2,10,SW,0,1014.7,23,39,10
01/06/2006,11:10,14.2,14.2,14.2,14.3,14.1,65,7.7,3,12,WNW,0,1014.7,23.1,39,10
01/06/2006,11:20,14.3,14.3,14.3,14.4,14.2,64,7.6,3,11,WSW,0,1014.6,23.1,39,10
01/06/2006,11:30,14.4,14.4,14.4,14.4,14.3,65,7.9,3,13,W,0,1014.6,23.1,39,10
01/06/2006,11:40,14.5,14.5,14.5,14.6,14.4,64,7.8,3,9,WSW,0,1014.8,23,39,10
01/06/2006,11:50,14.7,14.7,14.7,14.7,14.6,65,8.2,3,10,W,0,1015,22.8,39,10
01/06/2006,12:00,14.8,14.8,14.8,14.9,14.7,63,7.9,2,5,SW,0,1015.1,22.7,39,10
01/06/2006,12:10,14.9,14.9,14.9,15,14.9,62,7.7,2,8,WSW,0,1015,22.6,40,10
01/06/2006,12:20,14.9,14.9,14.9,14.9,14.8,63,7.9,4,11,WNW,0,1014.8,22.6,40,10
01/06/2006,12:30,14.9,14.9,13.9,15,14.9,62,7.7,5,17,WNW,0,1014.9,22.4,40,10
01/06/2006,12:40,15.1,15.1,15.1,15.3,14.9,63,8.1,2,8,SW,0,1014.9,22.4,40,10
01/06/2006,12:50,15.4,15.4,15.4,15.5,15.2,62,8.2,2,8,SW,0,1015,22.3,40,10
01/06/2006,13:00,15.6,15.6,15.6,15.7,15.5,61,8.1,2,5,W,0,1014.8,22.2,40,10
01/06/2006,13:10,15.9,15.9,15.9,16,15.7,60,8.2,2,11,WNW,0,1014.7,22.3,40,10
01/06/2006,13:20,16,16,16,16.1,15.9,62,8.7,3,9,WNW,0,1014.7,22.6,40,10
01/06/2006,13:30,16.3,16.3,16.3,16.5,16.1,60,8.5,3,15,SW,0,1014.6,22.9,40,10
01/06/2006,13:40,16.6,16.6,16.6,16.7,16.5,59,8.6,3,9,WSW,0,1014.5,23.1,39,10
01/06/2006,13:50,16.6,16.6,16.6,16.7,16.5,59,8.6,2,8,SSW,0,1014.7,23.2,39,10
01/06/2006,14:00,16.3,16.3,16.3,16.5,16.2,60,8.6,3,9,SSW,0,1014.7,23.3,39,10
01/06/2006,14:10,16.1,16.1,16.1,16.2,15.9,60,8.3,3,11,WNW,0,1014.6,23.4,39,10
01/06/2006,14:20,16,16,16,16,15.9,61,8.5,3,8,SSW,0,1014.7,23.4,39,10
01/06/2006,14:30,16.1,16.1,16.1,16.3,16,61,8.6,3,10,SSW,0,1014.6,23.5,39,10
01/06/2006,14:40,16.7,16.7,15.8,16.9,16.3,59,8.6,5,14,WNW,0,1014.6,23.6,39,10
01/06/2006,14:50,17.1,17.1,17.1,17.2,16.9,58,8.7,4,12,WNW,0,1014.6,23.6,38,10
01/06/2006,15:00,17.2,17.2,17.2,17.2,17.1,58,8.8,3,11,WNW,0,1014.6,23.6,38,10
01/06/2006,15:10,17.2,17.2,17.2,17.2,17.1,59,9.1,3,10,WSW,0,1014.8,23.7,39,10
01/06/2006,15:20,17,17,17,17.1,16.8,59,8.9,3,8,SSW,0,1014.7,23.8,38,10
01/06/2006,15:30,16.8,16.8,16.8,16.8,16.7,60,9,3,8,SW,0,1014.9,23.8,38,10
01/06/2006,15:40,16.6,16.6,16.6,16.7,16.4,60,8.8,3,9,SW,0,1014.8,23.8,38,10
01/06/2006,15:50,16.3,16.3,16.3,16.4,16.2,59,8.3,4,10,SW,0,1014.9,23.8,38,10
01/06/2006,16:00,16.2,16.2,16.2,16.2,16.1,60,8.4,3,9,SSW,0,1014.9,23.9,39,10
01/06/2006,16:10,16.1,16.1,16.1,16.1,16.1,60,8.3,3,7,SSW,0,1015.1,23.9,39,10
01/06/2006,16:20,16.1,16.1,16.1,16.1,16,60,8.3,3,11,WSW,0,1014.8,23.9,39,10
01/06/2006,16:30,16,16,16,16,15.9,60,8.2,3,9,WSW,0,1015,23.9,39,10
01/06/2006,16:40,15.9,15.9,15.9,15.9,15.8,60,8.2,3,6,SW,0,1015,23.6,39,10
01/06/2006,16:50,15.8,15.8,15.8,15.8,15.8,59,7.8,3,9,W,0,1014.9,23.3,39,10
01/06/2006,17:00,15.8,15.8,15.8,15.8,15.8,60,8.1,2,12,WNW,0,1015,23.2,39,10
01/06/2006,17:10,15.9,15.9,15.9,15.9,15.8,59,7.9,4,15,WNW,0,1014.8,23.1,39,10
01/06/2006,17:20,15.9,15.9,15.9,16,15.9,60,8.2,3,10,SSW,0,1014.9,23,39,10
01/06/2006,17:30,15.8,15.8,15.8,15.9,15.8,60,8.1,3,7,WSW,0,1015.1,22.8,40,10
01/06/2006,17:40,15.7,15.7,15.7,15.8,15.6,61,8.2,3,11,SW,0,1015,22.7,39,10
01/06/2006,17:50,15.5,15.5,15.5,15.6,15.4,61,8,3,9,SW,0,1015.3,22.4,39,10
01/06/2006,18:00,15.3,15.3,15.3,15.4,15.3,61,7.9,2,8,WSW,0,1015.3,22.3,39,10
01/06/2006,18:10,15.2,15.2,15.2,15.3,15.2,62,8,2,9,WSW,0,1015.4,22.3,40,10
01/06/2006,18:20,15.1,15.1,15.1,15.2,15.1,62,7.9,3,9,SSW,0,1015.5,22.9,41,10
01/06/2006,18:30,15,15,15,15.1,14.9,62,7.8,3,13,SW,0,1015.6,23.3,40,10
01/06/2006,18:40,14.8,14.8,14.8,14.9,14.7,62,7.6,3,10,S,0,1015.7,23.4,40,10
01/06/2006,18:50,14.6,14.6,14.6,14.7,14.5,63,7.7,2,8,SW,0,1015.7,23.6,40,10
01/06/2006,19:00,14.4,14.4,14.4,14.5,14.3,63,7.5,2,10,SW,0,1015.7,23.7,40,10
01/06/2006,19:10,14.2,14.2,14.2,14.3,14.1,64,7.4,2,8,SW,0,1015.9,23.8,39,10
01/06/2006,19:20,13.9,13.9,13.9,14.1,13.8,66,7.7,2,6,SW,0,1015.9,23.2,40,10
01/06/2006,19:30,13.7,13.7,13.7,13.8,13.6,65,7.3,2,8,SSW,0,1015.9,22.8,40,10
01/06/2006,19:40,13.4,13.4,13.4,13.6,13.3,66,7.2,2,5,WSW,0,1015.9,22.6,40,10
01/06/2006,19:50,13.2,13.2,13.2,13.3,13,67,7.2,2,7,SW,0,1016,22.3,40,10
01/06/2006,20:00,12.9,12.9,12.9,13,12.7,67,6.9,2,8,SSW,0,1016,22.1,40,10
01/06/2006,20:10,12.6,12.6,12.6,12.7,12.4,68,6.9,2,8,SW,0,1016.2,22.1,40,10
01/06/2006,20:20,12.3,12.3,12.3,12.4,12.2,69,6.8,2,5,SW,0,1016.2,21.9,41,10
01/06/2006,20:30,12.1,12.1,12.1,12.2,11.9,70,6.8,1,5,SW,0,1016.4,21.7,41,10
01/06/2006,20:40,11.8,11.8,11.8,11.9,11.7,71,6.7,2,4,SW,0,1016.4,21.7,41,10
01/06/2006,20:50,11.6,11.6,11.6,11.7,11.4,71,6.5,1,7,SSW,0,1016.4,21.5,41,10
01/06/2006,21:00,11.3,11.3,11.3,11.4,11.2,72,6.5,1,6,SSW,0,1016.4,21.3,41,10
01/06/2006,21:10,11.2,11.2,11.2,11.3,11.1,73,6.5,1,4,W,0,1016.5,21.4,41,10
01/06/2006,21:20,11,11,11,11.1,10.9,73,6.3,2,8,W,0,1016.4,21.6,41,10
01/06/2006,21:30,10.8,10.8,10.8,10.9,10.7,74,6.3,1,6,W,0,1016.5,21.7,41,10
01/06/2006,21:40,10.6,10.6,10.6,10.7,10.6,74,6.2,1,5,WSW,0,1016.7,21.7,41,10
01/06/2006,21:50,10.4,10.4,10.4,10.6,10.3,74,6,1,3,W,0,1016.7,21.8,41,10
01/06/2006,22:00,10.2,10.2,10.2,10.3,10.1,75,5.9,0,3,WSW,0,1016.8,21.7,41,10
01/06/2006,22:10,9.9,9.9,9.9,10.1,9.9,76,5.9,1,3,SW,0,1016.6,21.7,41,10
01/06/2006,22:20,9.8,9.8,9.8,9.9,9.7,76,5.8,1,4,SSW,0,1016.6,21.7,41,10
01/06/2006,22:30,9.6,9.6,9.6,9.7,9.6,77,5.8,1,5,WNW,0,1016.7,21.6,41,10
01/06/2006,22:40,9.5,9.5,9.5,9.6,9.4,77,5.7,1,5,WNW,0,1016.7,21.6,41,10
01/06/2006,22:50,9.3,9.3,9.3,9.4,9.2,77,5.5,0,4,W,0,1016.8,21.6,41,10
01/06/2006,23:00,9.2,9.2,9.2,9.2,9.1,78,5.6,1,3,WSW,0,1016.7,21.5,41,10
01/06/2006,23:10,9,9,9,9.1,8.9,79,5.6,1,5,SW,0,1016.7,21.4,41,10
01/06/2006,23:20,8.9,8.9,8.9,8.9,8.9,80,5.7,1,4,SSE,0,1016.7,21.4,41,10
01/06/2006,23:30,8.9,8.9,8.9,8.9,8.8,80,5.6,1,3,SSW,0,1016.8,21.4,41,10
01/06/2006,23:40,8.8,8.8,8.8,8.8,8.7,80,5.5,0,4,W,0,1016.9,21.4,41,10
01/06/2006,23:50,8.6,8.6,8.6,8.7,8.6,80,5.3,1,4,WSW,0,1016.7,21.3,41,10
02/06/2006,00:00,8.5,8.5,8.5,8.6,8.4,81,5.4,1,3,SW,0,1016.7,21.3,41,10
02/06/2006,00:10,8.4,8.4,8.4,8.4,8.3,81,5.3,1,4,SW,0,1016.7,21.2,41,10
02/06/2006,00:20,8.3,8.3,8.3,8.3,8.3,82,5.4,0,3,WSW,0,1016.8,21.2,41,10
02/06/2006,00:30,8.2,8.2,8.2,8.3,8.2,82,5.3,1,6,WNW,0,1016.7,21.2,41,10
